age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
23,4,10,4,13,1,4,1,48,39,0
19,4,13,4,10,3,4,0,30,39,0
39,0,1,6,0,1,4,0,20,8,0
61,6,9,2,5,5,4,0,40,39,0
59,0,9,2,0,5,4,0,40,39,1
27,5,11,2,8,5,4,0,36,39,1
19,4,10,4,1,3,2,0,20,39,0
23,0,9,4,0,3,4,1,40,39,0
25,2,9,0,1,1,0,0,35,39,0
40,4,10,2,13,0,4,1,48,39,1
53,4,7,0,8,1,4,0,37,39,0
32,4,13,4,10,1,4,1,45,39,0
72,6,16,2,10,0,4,1,25,39,1
61,4,4,2,14,0,4,1,40,39,0
42,4,9,2,12,0,4,1,40,39,0
17,4,6,4,8,3,0,0,20,39,0
73,4,9,2,14,0,4,1,16,2,0
41,6,10,5,3,1,4,1,40,39,0
23,4,10,4,7,3,2,0,20,23,0
23,4,9,4,10,1,4,0,40,2,0
65,4,11,2,1,0,4,1,15,39,0
45,5,9,2,12,5,4,0,50,39,0
52,1,13,2,13,0,2,1,40,39,1
24,2,13,4,1,3,2,0,27,39,0
23,4,11,2,3,0,4,1,40,39,0
30,4,10,0,13,3,4,0,40,39,0
26,4,13,4,4,1,4,1,40,39,0
37,6,9,0,5,4,4,1,56,39,0
17,4,9,4,8,3,4,1,40,39,0
31,4,9,2,12,0,4,1,40,39,0
52,4,9,5,1,2,4,0,40,39,0
63,4,13,4,12,1,4,1,27,39,0
27,4,9,4,9,1,4,0,60,39,0
31,4,5,2,7,0,4,1,40,26,0
71,6,9,6,1,1,4,0,35,39,0
35,4,13,2,4,0,4,1,60,39,0
44,4,9,2,1,5,4,0,38,39,0
36,4,14,2,10,0,1,1,40,3,0
22,4,13,4,4,2,4,0,20,39,0
32,4,9,2,10,0,4,1,48,39,0
30,2,13,0,10,4,4,0,40,39,0
60,0,9,2,0,0,4,1,40,39,0
25,4,10,4,1,3,4,0,40,39,0
76,4,4,6,11,1,4,0,12,39,0
41,4,9,0,3,1,4,1,40,39,0
26,4,4,2,7,0,3,1,40,39,0
45,4,8,2,7,0,1,1,40,0,0
32,4,10,0,1,4,4,0,40,39,0
22,4,9,4,3,1,4,1,40,39,0
39,4,13,2,12,0,4,1,40,39,1
63,6,13,4,14,1,4,1,40,39,0
23,4,12,4,14,4,4,0,40,39,0
61,4,6,2,7,0,4,1,40,39,0
31,7,11,2,3,0,4,1,40,39,0
25,4,5,2,7,0,4,1,45,39,0
33,4,9,4,8,3,4,0,40,39,0
39,4,9,2,12,5,4,0,36,39,0
53,4,13,2,7,5,1,0,40,3,0
26,1,13,4,4,1,4,0,40,39,0
21,4,10,4,8,3,4,1,32,39,0
18,4,9,4,1,3,2,1,40,39,0
34,4,13,2,4,0,4,1,60,39,1
44,7,14,2,10,0,2,1,40,39,1
31,4,9,0,3,3,4,1,50,39,0
44,4,9,2,14,0,4,1,40,39,1
42,4,15,2,10,0,4,1,60,39,1
43,4,9,2,7,0,4,1,44,26,0
33,4,13,2,8,0,1,1,38,39,1
21,4,10,4,12,3,2,0,30,39,0
30,4,9,2,6,0,4,1,40,39,1
55,4,9,2,14,0,4,1,60,39,0
57,4,10,4,1,1,4,0,40,39,0
37,4,9,4,5,1,4,1,50,39,0
32,4,9,2,7,0,4,1,40,39,1
62,6,13,2,10,0,4,1,60,39,1
31,6,13,4,12,1,2,1,40,39,1
51,4,13,2,4,0,4,1,50,10,1
37,4,14,0,4,4,4,0,45,39,0
45,4,3,2,14,0,4,1,38,26,0
47,4,10,2,7,0,4,1,40,39,0
31,0,9,0,0,3,4,1,75,39,0
75,6,7,2,4,0,4,1,30,39,0
43,4,14,2,10,0,3,1,50,39,0
39,4,12,2,3,0,4,1,60,11,1
30,4,13,2,10,0,4,1,40,39,1
27,4,3,4,6,2,4,1,40,13,0
44,4,9,2,7,0,0,1,40,39,0
53,2,14,0,10,1,4,0,35,39,1
40,4,13,2,1,0,4,1,40,39,0
18,4,7,4,12,3,4,0,20,39,0
33,4,13,2,11,0,2,1,40,9,0
20,4,9,4,12,3,4,1,40,39,0
38,4,10,2,4,0,2,1,50,39,0
48,4,9,0,1,1,4,0,35,39,0
46,6,9,2,4,0,4,1,40,39,0
51,4,9,2,3,0,4,1,40,39,0
35,6,9,4,8,2,4,0,30,39,0
24,4,4,4,6,2,4,1,40,26,0
30,4,10,0,6,1,4,1,50,39,0
70,4,9,2,4,0,4,1,30,39,0
26,4,9,2,14,0,4,1,44,39,0
34,4,9,2,3,0,4,1,40,39,0
46,4,9,2,3,0,4,1,40,39,1
70,4,9,2,1,5,4,0,5,39,0
37,2,10,2,8,0,4,1,40,39,0
36,6,10,0,12,4,4,0,35,39,0
23,4,5,4,7,2,4,0,40,26,0
28,4,9,2,12,0,4,1,40,39,0
44,6,10,2,4,0,4,1,50,39,1
58,4,9,0,7,1,4,1,30,39,0
53,4,10,2,4,0,4,1,60,39,1
23,4,10,2,6,0,4,1,40,39,0
26,4,9,4,3,1,2,1,40,39,0
21,0,10,2,0,0,4,1,40,39,0
34,2,14,0,10,1,4,0,50,39,0
43,4,7,2,3,0,4,1,40,39,0
22,4,10,4,8,2,2,1,20,39,0
41,4,10,2,3,0,0,1,50,39,1
36,4,9,2,1,0,1,1,40,40,0
41,2,13,2,10,5,4,0,20,39,0
27,4,9,4,1,1,4,1,40,39,0
42,6,10,2,5,0,4,1,60,39,0
27,4,11,4,1,3,4,0,35,39,0
41,4,9,0,11,3,4,1,40,39,0
32,4,13,2,4,2,1,0,40,3,1
21,4,10,4,1,3,1,1,20,39,0
44,4,13,2,4,0,2,1,50,39,1
29,4,13,4,4,3,4,1,40,39,0
19,6,10,4,8,3,4,0,22,39,0
21,2,10,4,1,3,4,1,40,13,0
46,4,9,2,14,0,4,1,40,39,0
38,4,13,2,4,0,4,1,55,39,1
43,4,10,4,1,4,4,1,48,39,1
54,5,9,2,12,0,4,1,50,39,1
38,4,14,2,4,0,4,1,60,39,1
18,0,10,4,0,3,4,1,40,39,0
50,4,9,2,1,5,4,0,40,39,1
30,4,11,2,10,5,4,0,36,39,1
30,4,5,2,3,0,4,1,40,39,0
28,2,9,4,4,4,0,0,35,39,0
26,4,11,4,1,1,4,0,45,39,0
37,1,10,2,3,0,4,1,43,39,0
32,4,9,2,7,0,4,1,50,39,1
64,7,14,2,10,5,4,0,5,39,1
18,4,9,4,12,3,4,0,28,39,0
30,4,10,2,1,0,4,1,30,39,0
36,0,11,2,0,5,4,0,8,39,0
18,4,7,4,8,2,2,1,30,39,0
27,4,9,2,3,0,4,1,40,39,0
49,4,5,2,8,0,4,1,40,39,0
46,7,9,2,8,0,4,1,43,39,1
37,4,9,2,1,0,4,1,40,39,0
30,4,10,0,14,1,4,1,40,39,0
29,4,9,0,10,1,3,0,30,11,0
22,0,9,4,0,3,4,1,40,26,0
25,6,9,2,5,0,4,1,30,39,0
38,4,9,5,9,4,2,0,30,39,0
32,0,13,0,0,4,4,0,40,39,0
35,4,10,2,3,0,4,1,50,39,0
56,4,14,2,1,0,4,1,80,39,1
29,4,10,0,4,1,4,0,40,39,0
41,4,9,2,13,0,4,1,40,39,0
47,4,9,2,7,0,4,1,40,39,0
23,4,13,4,1,1,1,0,40,39,0
46,6,13,2,12,0,4,1,45,39,1
28,2,9,4,11,2,2,1,40,39,0
39,4,13,0,1,4,4,0,20,39,0
42,6,10,2,5,5,4,0,50,39,0
39,4,9,2,14,0,4,1,48,39,1
68,0,4,2,0,0,4,1,30,39,0
37,5,13,2,3,0,4,1,55,39,1
57,4,15,4,10,1,4,0,40,39,0
22,4,10,4,8,1,2,0,30,39,0
24,4,11,4,1,1,4,1,30,39,1
19,4,10,4,6,3,4,1,50,39,0
55,4,12,0,12,4,2,0,30,39,0
37,2,9,2,11,0,4,1,40,39,0
37,2,10,4,1,4,2,0,40,39,0
28,4,13,2,8,0,4,1,50,39,0
27,4,9,4,8,1,4,0,40,39,0
40,7,13,4,10,4,4,0,20,39,0
51,4,9,0,9,3,4,0,40,39,0
52,4,11,2,14,0,4,1,56,39,0
74,0,10,6,0,1,4,0,3,39,0
49,5,10,2,4,0,4,1,50,39,1
20,0,10,4,0,3,4,0,40,39,0
40,1,10,0,1,1,4,0,50,39,0
80,4,10,4,10,1,4,1,60,39,0
63,4,10,2,11,0,4,1,40,39,0
63,4,9,0,14,4,4,1,45,39,1
51,4,10,0,1,4,4,0,40,39,0
23,4,9,4,1,1,4,0,40,39,0
66,6,9,6,3,1,4,1,20,39,0
33,6,9,2,12,0,4,1,66,39,0
49,4,9,2,3,0,4,1,43,39,0
20,4,10,4,14,1,4,1,32,39,0
33,5,12,2,4,0,4,1,60,39,1
26,4,10,1,11,0,4,1,40,39,0
52,4,9,2,4,0,4,1,50,39,1
33,4,13,2,4,0,4,1,50,39,1
47,4,13,0,12,1,4,1,45,39,0
23,4,9,4,4,3,2,1,75,39,0
53,1,12,2,1,0,4,1,40,39,0
19,4,10,4,8,3,4,1,20,39,0
26,1,10,4,3,1,4,1,40,39,0
53,4,4,2,14,0,4,1,60,39,1
65,4,9,4,7,1,4,1,10,39,0
68,4,13,2,14,0,4,1,30,39,0
30,4,6,4,12,2,4,1,18,13,0
28,4,7,2,3,0,4,1,45,39,0
54,2,6,2,11,0,4,1,45,39,0
30,4,9,4,8,3,4,1,10,39,0
22,4,10,4,1,3,4,1,50,39,0
25,4,9,4,8,3,4,1,30,39,0
19,4,7,4,8,2,4,1,20,39,0
19,0,10,4,0,3,4,0,35,39,0
32,1,15,2,10,0,4,1,40,39,1
23,4,13,4,4,3,4,0,40,39,0
51,2,13,2,10,0,4,1,45,39,0
25,4,10,2,12,0,4,1,44,39,1
46,2,13,4,10,1,2,0,40,39,0
38,4,10,0,13,4,4,0,50,39,0
26,7,9,2,11,0,1,1,40,39,1
46,4,9,0,10,1,4,0,40,39,0
25,4,13,4,10,1,4,0,40,39,0
20,4,10,4,8,3,4,0,16,39,0
29,2,14,2,10,2,4,1,35,39,0
51,5,14,2,4,0,4,1,50,39,1
40,4,10,2,3,0,4,1,52,39,0
24,4,10,4,1,1,4,0,40,39,0
24,6,13,4,5,4,4,1,50,39,0
31,4,11,2,8,5,0,0,24,26,0
54,0,9,0,0,1,4,0,30,39,0
34,4,12,5,3,1,4,1,60,39,0
19,4,10,4,5,3,4,1,66,39,0
21,4,9,4,14,3,2,1,40,39,0
21,4,6,2,5,0,4,1,70,39,0
23,4,10,2,14,0,4,1,24,39,0
37,1,10,4,3,1,4,1,40,39,0
40,4,14,2,4,0,4,1,46,39,1
57,4,9,2,8,0,4,1,30,39,0
48,4,13,2,10,0,4,1,40,39,1
24,4,7,2,14,0,1,1,40,40,0
43,4,10,2,10,0,4,1,40,39,0
32,0,13,4,0,1,4,0,20,0,0
40,4,9,4,8,1,4,0,40,39,0
52,5,15,2,10,0,4,1,35,39,1
49,4,9,0,4,1,4,1,40,39,0
45,6,10,2,4,0,0,1,40,39,0
62,2,9,4,3,1,4,1,40,39,0
29,4,11,2,1,0,4,1,40,39,0
49,4,9,5,7,4,4,0,40,39,0
55,1,10,0,1,4,2,0,40,39,0
20,0,10,4,0,3,0,1,72,39,0
37,5,13,4,4,3,4,1,40,39,0
43,7,13,2,1,0,4,1,40,39,1
29,4,10,0,1,1,4,0,40,39,0
44,4,9,2,12,5,4,0,40,39,1
28,4,10,5,13,4,4,1,40,39,1
38,4,10,4,4,1,4,0,45,39,0
45,4,11,2,12,0,4,1,50,39,1
22,0,10,4,0,3,4,1,40,39,0
19,4,10,4,8,3,4,0,20,39,0
20,4,8,4,8,1,4,1,40,39,0
60,4,9,2,6,0,4,1,40,39,0
30,4,9,4,12,1,4,0,40,39,0
22,4,10,4,1,1,1,1,40,0,0
51,4,10,0,12,1,4,0,60,39,0
31,4,13,4,10,4,2,0,40,0,0
48,4,9,0,4,4,4,0,40,39,0
43,4,13,2,12,0,4,1,40,39,1
51,2,9,0,14,4,2,1,40,39,0
41,4,11,2,13,0,4,1,48,39,1
62,0,11,2,0,0,4,1,40,39,0
50,7,9,2,3,0,2,1,40,39,1
46,4,9,2,12,5,4,0,40,39,1
54,4,10,2,14,0,4,1,60,39,1
68,4,9,2,6,0,4,1,45,39,1
23,6,12,4,3,1,4,1,30,39,0
49,4,14,4,12,1,4,0,35,39,0
24,4,6,2,6,0,4,1,40,39,0
30,2,9,2,11,0,2,1,40,39,0
38,4,9,2,7,0,4,1,45,39,0
34,4,9,4,12,1,4,0,35,39,0
22,4,10,4,4,3,4,1,40,39,0
30,4,4,5,6,1,4,1,40,39,0
61,4,4,2,14,0,4,1,31,39,0
36,4,9,0,4,4,4,1,40,39,0
51,5,11,2,4,0,4,1,40,39,0
43,4,3,2,7,5,1,0,40,40,1
54,1,10,2,11,0,4,1,48,39,1
63,4,9,6,10,1,4,0,25,39,0
51,4,10,2,4,0,4,1,40,39,1
63,6,6,2,7,0,4,1,40,39,0
51,2,14,2,10,0,4,1,60,39,1
27,4,9,0,12,3,4,0,35,39,0
35,4,12,2,13,0,4,1,40,39,1
31,0,13,2,0,5,4,0,25,39,1
46,6,9,5,3,4,4,1,40,39,0
53,4,11,2,3,0,2,1,40,39,1
26,1,10,0,1,3,4,1,24,39,0
43,4,9,4,7,3,4,1,40,39,0
39,4,9,2,12,0,4,1,50,39,1
50,1,9,0,10,1,4,1,40,39,0
54,1,9,2,1,0,4,1,40,39,1
62,0,10,2,0,5,4,0,45,39,1
57,7,10,0,10,4,4,0,40,39,0
19,0,10,4,0,3,2,1,24,39,0
29,2,9,4,8,3,4,1,20,39,0
20,4,9,4,3,2,2,1,40,39,0
53,4,13,2,4,0,4,1,55,39,1
18,0,10,4,0,3,4,1,40,39,0
22,0,10,4,0,3,4,1,40,39,0
23,4,9,4,8,1,4,1,40,8,0
69,4,7,2,1,0,4,1,20,39,0
56,4,4,2,6,0,4,1,40,39,0
53,2,13,2,10,0,2,1,35,39,0
28,4,9,4,1,1,4,1,40,39,0
28,4,13,2,8,0,2,1,40,39,0
33,5,9,2,4,0,1,1,84,36,1
48,4,9,0,12,4,4,0,30,39,0
61,4,9,2,3,0,4,1,40,39,1
49,4,13,2,10,0,4,1,45,39,0
48,4,10,2,4,0,4,1,40,39,0
32,4,4,2,3,0,4,1,40,39,0
51,4,9,2,3,0,4,1,40,39,1
27,0,13,4,0,1,4,1,40,39,0
19,4,10,4,8,3,4,1,14,39,0
47,4,9,2,10,0,4,1,50,39,0
25,4,13,4,14,3,4,1,60,39,0
72,4,10,2,11,0,2,1,40,39,0
29,4,7,0,3,1,4,1,40,39,0
22,4,9,4,1,3,4,0,40,39,0
57,4,9,2,8,0,2,1,48,9,0
50,4,12,2,1,0,4,1,60,4,0
45,5,10,2,12,0,4,1,30,39,0
52,4,10,0,10,1,4,1,40,39,1
53,4,14,2,4,0,4,1,48,39,1
36,4,9,2,6,0,4,1,48,39,0
46,4,9,2,3,0,4,1,40,39,1
20,4,9,4,12,3,4,0,20,39,0
75,4,3,6,8,4,2,1,10,39,0
32,2,9,2,3,0,4,1,40,39,1
28,4,9,2,3,0,4,1,40,39,0
53,4,14,0,10,1,4,0,40,39,0
17,4,7,4,12,3,4,0,35,39,0
46,7,11,0,1,4,4,0,38,39,0
39,4,12,5,10,1,4,0,30,39,0
38,4,10,0,3,4,4,1,40,39,0
36,4,9,2,7,0,4,1,60,39,0
63,2,13,4,10,1,2,0,21,39,0
28,4,2,2,7,0,4,1,43,26,0
28,0,13,4,0,3,4,1,45,39,0
49,4,9,4,1,4,4,0,35,39,0
43,4,10,2,7,0,4,1,40,26,0
38,4,13,2,4,0,4,1,45,39,1
39,4,9,4,13,1,4,1,62,9,0
42,0,9,0,0,1,2,0,40,39,0
40,4,9,2,4,0,4,1,40,39,0
45,0,9,5,0,4,4,0,10,39,0
29,0,9,0,0,4,4,0,40,39,0
24,1,13,4,10,1,4,1,45,39,0
30,4,10,2,13,0,4,1,50,39,1
44,4,10,2,14,0,2,1,40,39,0
40,4,9,2,12,0,4,1,24,39,0
30,4,9,4,7,2,4,0,35,33,0
42,4,14,0,10,1,4,0,40,39,0
52,6,11,0,10,1,4,0,35,39,0
42,4,10,2,3,0,2,1,40,39,1
39,4,10,2,3,0,4,1,52,39,1
43,4,10,0,10,4,4,1,45,39,0
62,6,9,2,3,0,4,1,40,39,0
30,4,11,2,3,0,4,1,40,9,0
83,0,9,6,0,1,4,0,20,39,0
39,4,13,2,10,0,4,1,55,39,1
41,4,9,2,14,5,4,0,20,39,0
49,4,14,2,10,5,4,0,40,39,1
25,4,7,2,3,0,4,1,40,39,0
48,4,7,2,14,0,4,1,40,39,0
59,0,12,0,0,1,4,1,8,39,0
44,7,13,4,1,1,4,1,40,39,0
36,4,5,0,6,1,4,1,56,39,0
40,4,9,4,6,3,4,1,40,21,0
21,4,9,4,1,3,2,0,35,23,0
41,4,10,5,1,1,4,0,38,39,0
24,4,13,4,4,1,4,0,50,39,0
67,6,9,2,5,0,4,1,60,39,0
24,4,13,4,1,3,4,1,38,39,0
50,6,13,2,12,0,4,1,60,39,0
48,4,14,0,12,1,4,1,35,39,0
55,0,12,2,0,0,2,1,20,39,1
29,4,9,4,7,1,4,1,40,7,0
50,4,13,0,10,4,4,0,36,21,0
64,7,6,2,4,0,4,1,40,39,1
49,4,5,0,8,1,2,1,37,39,0
20,4,9,4,8,3,2,1,52,39,0
30,4,9,5,1,1,4,0,40,39,0
37,4,13,2,8,0,1,1,30,3,0
52,4,9,2,7,0,4,1,40,39,1
22,4,10,4,11,3,4,1,25,39,0
77,0,9,6,0,1,4,0,14,39,0
19,7,10,4,1,3,4,1,15,39,0
52,4,9,0,3,2,4,1,55,39,1
42,4,13,3,13,3,1,0,40,39,0
35,4,9,5,4,1,4,0,36,39,0
27,4,10,4,1,4,4,0,50,39,0
54,7,9,4,8,1,2,0,38,39,0
37,4,9,2,3,0,4,1,40,39,0
37,4,6,2,14,0,4,1,35,39,0
28,4,4,2,3,0,4,1,30,39,0
63,4,13,2,12,0,4,1,40,39,0
19,4,9,4,7,3,4,1,42,39,0
28,4,13,4,12,3,4,0,40,39,0
23,0,10,4,0,1,4,1,40,39,0
44,4,15,4,10,1,4,0,40,39,1
31,4,10,2,3,0,4,1,40,39,1
35,4,13,4,12,1,1,1,50,0,1
64,4,9,0,9,1,4,0,50,39,0
40,4,9,2,6,0,4,1,40,39,1
59,2,12,0,10,1,4,0,50,39,0
22,4,10,4,1,3,4,0,40,39,0
40,4,10,4,12,1,4,0,44,39,0
35,4,4,2,6,0,4,1,40,26,0
20,4,10,4,1,3,4,0,15,39,0
35,2,9,4,11,3,4,1,40,39,0
28,4,10,2,4,0,4,1,48,39,0
28,4,9,0,7,3,4,1,40,39,0
37,0,10,2,0,0,4,1,20,39,0
72,0,16,2,0,0,4,1,6,39,1
25,5,12,4,12,1,4,1,60,39,0
37,4,9,0,1,4,4,0,40,39,0
19,0,10,4,0,3,4,0,45,39,0
31,4,11,0,12,3,4,0,38,39,0
41,4,9,4,1,2,4,0,40,39,0
31,4,6,2,13,0,4,1,40,39,1
44,4,9,2,3,0,4,1,40,39,0
20,4,10,4,4,1,2,1,47,39,0
57,6,10,2,5,0,4,1,50,39,0
26,4,9,0,8,1,4,0,12,39,0
44,5,9,2,4,0,4,1,60,12,0
29,2,9,4,11,1,4,1,40,39,0
36,4,9,2,10,0,4,1,40,39,1
40,4,11,2,3,0,4,1,40,39,1
21,4,12,4,8,1,2,1,35,23,0
21,4,10,4,3,1,4,1,70,39,0
34,6,15,5,10,4,4,1,48,39,1
24,4,13,4,4,3,4,0,15,39,0
28,4,6,0,8,1,4,0,40,39,0
35,4,9,5,14,3,4,1,50,39,0
35,4,9,0,3,1,4,1,40,39,0
38,7,13,4,4,1,4,0,40,39,0
44,1,9,0,1,4,2,0,40,39,0
39,4,13,2,6,5,4,0,40,31,1
57,2,9,0,8,1,4,0,40,39,0
19,4,10,4,12,3,4,0,40,39,0
29,4,11,2,7,0,4,1,48,39,0
23,4,9,4,7,2,2,1,40,39,0
50,4,9,6,8,4,4,0,40,39,0
51,6,10,2,3,0,4,1,20,39,0
28,4,11,0,3,1,0,1,40,39,0
44,4,13,2,12,0,4,1,60,39,0
29,6,13,4,10,1,2,1,40,39,0
31,4,9,0,14,1,4,1,45,39,0
27,4,13,2,3,0,4,1,45,39,1
34,4,13,2,4,0,4,1,45,39,0
50,5,15,2,10,0,1,1,50,30,1
27,4,10,2,6,0,4,1,40,39,1
31,4,11,4,1,4,2,0,40,39,0
46,4,12,2,3,0,4,1,40,39,1
39,4,10,4,1,3,1,0,40,39,0
40,4,13,2,12,0,4,1,55,39,1
28,4,7,0,12,3,4,1,40,39,0
18,4,9,4,12,3,4,0,40,39,0
51,4,9,0,1,1,4,0,40,39,0
58,5,9,0,12,1,4,1,50,39,0
66,4,9,2,12,0,4,1,40,39,0
36,6,9,2,8,5,1,0,20,35,0
38,4,7,0,6,1,4,0,60,39,0
25,4,12,4,4,3,4,1,40,39,0
25,4,9,4,8,4,4,0,22,39,0
90,4,7,4,6,3,4,1,40,39,0
41,2,10,0,1,4,4,0,40,39,0
34,0,9,4,0,4,2,0,40,39,0
33,4,13,0,10,4,4,0,40,11,0
33,4,9,4,1,1,4,0,40,39,0
35,4,13,2,4,0,4,1,45,39,1
39,6,9,4,3,3,2,0,20,39,0
59,4,9,2,12,0,4,1,60,39,0
19,4,10,4,13,3,4,1,16,39,0
39,4,9,2,12,0,4,1,38,39,0
19,0,10,4,0,3,4,1,40,39,0
27,4,9,4,6,3,4,0,40,39,0
52,4,4,2,3,0,4,1,40,39,0
59,6,9,0,8,3,4,0,24,39,0
28,4,10,0,3,4,4,0,40,39,0
37,4,9,0,8,2,4,0,50,29,0
50,0,6,2,0,0,4,1,99,39,0
36,4,13,2,4,0,4,1,50,39,1
34,4,13,2,10,0,4,1,60,39,1
23,4,10,4,1,3,4,1,40,39,0
19,0,7,4,0,3,4,0,30,39,0
33,4,9,0,3,1,4,1,84,39,0
27,2,14,4,10,3,4,1,52,39,0
31,2,14,2,10,0,4,1,40,39,0
21,4,6,2,7,0,4,1,36,39,0
31,4,9,2,4,0,4,1,54,39,0
59,4,9,2,6,0,4,1,40,39,1
40,2,14,2,10,0,4,1,48,39,1
19,4,7,4,6,3,4,1,40,39,0
47,4,9,2,14,0,4,1,50,39,0
34,4,13,4,3,4,4,1,40,39,0
57,4,9,2,8,0,4,1,78,39,0
51,2,5,2,14,0,2,1,40,39,0
21,4,10,4,6,1,4,1,20,39,0
30,5,10,2,12,0,4,1,50,39,0
46,4,10,0,6,1,4,1,45,39,0
40,4,13,4,12,1,4,0,45,39,0
52,4,1,2,8,1,4,1,40,8,0
23,4,13,4,12,1,1,1,50,36,0
90,0,13,6,0,2,4,0,10,39,0
25,4,9,4,1,1,4,0,50,39,0
43,4,10,0,14,1,4,1,45,39,0
38,7,10,0,11,4,0,0,40,39,1
22,4,11,4,8,1,4,0,30,39,0
33,2,13,4,1,1,4,0,40,39,0
34,4,10,2,10,0,4,1,40,39,1
65,4,11,2,14,0,4,1,20,39,0
50,4,9,4,13,3,4,1,15,39,0
29,4,13,4,12,1,4,1,48,39,0
25,4,9,2,14,0,4,1,40,39,0
54,4,10,0,1,1,4,0,40,39,0
49,4,9,2,1,0,4,1,40,39,1
44,4,10,2,7,0,4,1,40,39,0
24,4,5,0,8,3,4,0,40,39,0
25,4,13,4,12,1,4,1,38,39,0
65,2,9,2,14,0,4,1,20,39,0
56,6,9,2,4,0,2,1,45,39,0
39,6,15,2,10,0,4,1,60,39,1
23,4,13,4,10,3,4,0,40,39,0
20,4,10,4,8,1,4,0,20,39,0
24,4,3,4,3,4,4,1,40,8,0
41,4,10,2,4,0,4,1,50,39,1
40,5,10,2,5,0,4,1,50,39,0
55,4,9,2,3,0,4,1,50,39,1
38,4,9,0,1,4,4,0,48,39,0
23,4,9,4,1,4,2,0,40,39,0
44,4,13,2,4,0,4,1,50,39,0
45,4,10,2,3,0,4,1,40,39,1
20,6,10,4,1,3,4,0,12,11,0
29,4,9,4,8,3,4,1,40,39,0
43,7,9,2,11,0,4,1,40,39,0
30,4,8,0,7,1,4,1,40,39,0
28,7,10,4,1,1,4,0,38,39,0
31,4,9,2,4,0,4,1,40,39,1
52,4,9,0,3,4,4,0,40,39,0
36,4,13,2,10,5,4,0,50,20,1
38,4,9,2,3,0,4,1,45,39,0
66,0,10,2,0,0,4,1,40,39,0
63,6,11,2,5,0,4,1,40,39,0
21,4,10,4,8,3,4,1,35,39,0
33,7,9,0,1,1,4,1,40,39,0
46,7,10,0,10,4,4,0,50,39,0
20,0,10,4,0,3,4,1,20,39,0
47,5,13,4,12,1,4,1,60,39,0
33,4,16,2,10,0,4,1,55,39,1
66,0,4,4,0,2,2,1,30,39,0
20,4,10,4,1,3,4,0,30,0,0
28,4,9,0,6,1,4,1,40,39,0
46,4,9,0,9,4,4,0,28,7,0
25,4,10,2,12,0,2,1,45,39,0
37,4,9,2,3,3,4,1,40,39,0
31,6,5,2,3,0,4,1,60,39,0
49,4,9,2,3,0,4,1,40,39,0
22,7,10,3,13,4,4,1,20,39,0
52,4,11,2,8,5,4,0,20,39,1
29,4,12,2,4,5,4,0,50,39,0
18,4,7,4,8,3,4,0,20,39,0
31,2,10,2,4,0,4,1,35,39,0
23,4,10,4,8,1,1,0,35,40,0
27,0,11,2,0,5,0,0,40,39,1
54,6,6,2,12,0,4,1,65,39,0
50,2,9,0,8,4,4,0,49,6,0
46,4,14,2,13,0,4,1,40,0,1
24,4,13,4,5,3,4,0,40,39,0
17,0,7,4,0,3,4,0,18,39,0
49,5,9,5,8,1,4,1,45,39,0
54,2,9,2,3,0,4,1,40,39,1
41,4,13,2,4,0,4,1,60,39,1
49,4,9,2,1,0,4,1,40,39,0
36,2,13,4,10,1,4,0,35,39,0
23,4,9,4,14,3,2,1,40,14,0
63,4,10,6,8,1,4,0,40,39,0
67,4,9,2,12,0,4,1,40,2,1
23,4,9,4,3,1,4,1,40,39,0
22,4,13,4,10,3,4,1,40,39,0
66,4,11,2,1,0,4,1,30,39,0
25,4,7,2,3,0,4,1,50,39,0
30,4,10,0,7,4,4,0,20,39,0
35,4,9,2,14,0,4,1,40,39,0
67,6,4,2,4,0,4,1,40,39,0
30,4,8,4,3,1,2,1,40,39,0
26,4,10,4,7,1,2,0,38,39,0
34,4,9,2,7,0,4,1,40,39,0
21,4,10,4,12,3,4,1,40,39,0
18,4,8,4,3,3,4,1,10,39,0
21,4,9,4,3,1,4,1,40,39,0
76,5,5,2,10,0,4,1,40,39,0
51,1,10,2,11,0,1,1,70,0,0
26,4,9,2,7,5,4,0,56,39,0
18,4,8,4,8,1,4,0,25,39,0
18,0,7,4,0,3,4,1,40,39,0
34,4,11,2,7,0,4,1,50,39,0
59,4,9,0,4,1,4,0,40,39,0
55,4,13,5,4,1,4,1,45,39,1
33,6,10,4,5,1,4,1,72,39,0
25,4,9,4,8,3,4,0,10,39,0
48,4,9,6,7,1,4,0,10,39,0
64,4,13,0,12,1,4,0,5,39,0
47,2,14,4,10,1,4,0,45,39,1
26,4,10,4,13,3,4,0,40,39,0
36,4,12,2,10,0,4,1,48,39,1
21,4,9,2,5,0,4,1,40,39,0
54,0,4,4,0,1,4,0,25,39,0
30,4,9,4,7,3,4,1,44,39,0
41,6,9,0,3,1,4,1,40,39,0
53,0,14,4,0,1,4,0,35,39,1
34,4,10,4,12,2,2,1,30,39,0
20,0,10,4,0,3,4,0,35,39,0
24,4,6,4,12,1,4,1,49,8,0
26,4,13,4,10,1,4,0,20,39,0
25,4,9,4,1,1,4,0,48,39,0
35,4,10,0,12,4,4,0,36,39,0
41,4,10,0,3,1,4,1,40,39,1
33,4,7,4,3,3,4,1,40,39,0
